"","sample_pt","prop_blueberry_250","prop_edge_250","landscape_shdi_250","prop_blueberry_500","prop_edge_500","landscape_shdi_500","prop_blueberry_750","prop_edge_750","landscape_shdi_750","prop_blueberry_1000","prop_edge_1000","landscape_shdi_1000"
"175","PM56",0.376918106929414,0.0774511387497981,1.68188501795944,0.339709448012093,0.108830183319638,1.97277493958213,0.336729049402702,0.111275177180066,2.03216566705446,0.30915207792637,0.105798976606329,2.12051573313367
"176","PM57",0.810393910638212,0.0722405055623978,0.809457142051017,0.60092399131793,0.105746800008114,1.37681517158055,0.546442511518917,0.0867558982949068,1.4353069689985,0.459054854916175,0.0869219301467551,1.77458259921091
"177","PM58",0.963529150427109,0.0190230012722389,0.181807001444921,0.873652342363358,0.0363753461058653,0.568404746958558,0.567392251646508,0.0911049046413807,1.52124901914301,0.462786220716734,0.0805207157170904,1.77170099748474
"178","PM59",0.888691473682085,0.036847099678976,0.51343370913744,0.632258817085417,0.105810096665889,1.4191634418511,0.494935082819918,0.0981557696258486,1.82008720578178,0.404477270124814,0.0911777803224042,1.96158810513351
"179","PM60",0.444594758308767,0.169305011509106,1.72617560568417,0.544289032467467,0.112855128764289,1.5623259137115,0.492832710565233,0.0951830486662226,1.65839198862007,0.402331531471989,0.0953393519654185,1.89451192119689
"180","PM61",0,0.0587795816169938,1.51233876926309,0.0642506123815175,0.0558725232147114,1.66434654305194,0.122409219690043,0.0507082952377727,1.68548319768978,0.139217270177269,0.0663622081300606,1.96255207270861
"181","PM62",0,0.0530046038284468,1.52170762067549,0.0865527978659743,0.0523160873490004,1.58075452550223,0.149345650500385,0.0606466964211135,1.73926135039489,0.193923732382628,0.0714517465007004,1.8689913454933
"182","PM63",0.197758707723372,0.0642705704189803,1.531746186358,0.142151543119099,0.0783577926753821,1.79193387311337,0.193278126707334,0.0699662709790446,1.84969653247344,0.217394181324911,0.0748248073103103,1.8675580293467
"183","PM64",0.218424452878947,0.121981749172252,1.96704407655701,0.213082330030124,0.0951151727845341,1.96659936211211,0.234293235085628,0.0800745887909121,1.88536304507354,0.200783742401975,0.0819191319175957,1.99089705713467
"184","PM65",0,0.0704580784527487,0.801705588956445,0.0546882924553182,0.0819284685452295,1.38687808973537,0.0588490290418209,0.0850844296735476,1.60962291755227,0.160600576020173,0.0823243659583771,1.78201136431444
"185","PM66",0.0436134555586964,0.0814723579533982,1.29034915618047,0.0512668370658877,0.0633874959428757,1.00809338252061,0.180653070070481,0.0750755157420409,1.53419219901977,0.187241446362551,0.0828731528705729,1.8283753229224
"186","PM67",0.161344402027914,0.0977600032317357,1.31473967722212,0.29035808480422,0.0692128220734429,1.36147452899115,0.210601418369259,0.0705075377678634,1.64512111926747,0.17456377169702,0.0846476109128255,1.87672423566572
"187","PM69",0.00177673686123281,0.114377435441862,1.85138512352971,0.085515772390709,0.112293336038138,1.8968270551272,0.176204173232969,0.0953652820612393,1.93489633746875,0.1843624993316,0.0875858416363447,2.01101315594226
"188","PM70",0.161320278590895,0.173796305642475,1.99065666050583,0.221863304901672,0.160681142810779,2.21128690005903,0.243020171349234,0.12745312729284,2.24739927361838,0.267019696085502,0.106186594225981,2.29916410427132
"189","PM71",0,0.058591936037473,1.42319712699292,0.0263749080859048,0.0537691117928954,1.5843136294671,0.116851335121321,0.0480386313764798,1.69172000004597,0.166977037636296,0.0647225232651026,1.81618418132465
"190","PM72A",0.728774203969552,0.0895874977285117,1.04456953580552,0.598443046962167,0.10766304899077,1.43232995600301,0.550591703953874,0.0971514229340028,1.5532844685376,0.412572348002471,0.0918352562587218,1.91315281578611
"191","SD01",0,0.12068234581609,1.35576363525696,0.0554800494959125,0.135931192567499,1.69169964139669,0.0961013161162156,0.112389100842043,1.66629118335212,0.147240004524479,0.0933008485939166,1.81268763601903
"192","SD02",0.465098435133771,0.0230792529025745,0.852652904940854,0.266228497241155,0.104151452450503,1.73244248192871,0.146320318955358,0.109728951158832,1.90732126258528,0.136651275461895,0.0978707774274192,2.00422544828469
"193","SD03",0,0.281485968100141,1.6010629718807,0.0513882901843446,0.142728909399802,1.55377836109561,0.160833209169184,0.110095222615032,1.81057824469208,0.185323670785366,0.0973020444372142,1.82914058135304
