"","site","round","sample_pt","sample_id","year","barcode_id","active_flower","pre_id","final_id","notes","plate","well","microcentrifuge","pollen","natalia_pollen","gut_plate","subsite","lat","long"
"463","ED",10,"ED21A","10_ED21A",2022,"ED10_21A_08","SPDO","B. mixtus","B. mixtus","","mixtus_DNA_04","F11","y","n","","bcparasite05_F5","eastdelta1","49.1046683","-122.9321746"
"464","W",4,"W23","4_W23",2022,"W4_23_01","COVU","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite05_F6","westham1","49.0910268","-123.1399612"
"465","ED",4,"ED12","4_ED12",2022,"ED4_12_01","RONU","B. impatiens","B. impatiens","","impatiens_DNA_09","A8","y","y","","bcparasite05_F7","eastdelta4","49.0941941","-122.9295817"
"466","PM",2,"PM65","2_PM65",2022,"PM2_65_07","HYRA","B. mixtus","B. mixtus","","mixtus_DNA_08","E1","y","n","","bcparasite05_F8","pittmeadows2","49.2547515","-122.6556663"
"467","SD",6,"SD36","6_SD36",2022,"SD6_36_11","VICR","B. impatiens","B. impatiens","","impatiens_DNA_09","B4","y","n","","bcparasite05_F9","southdelta3","49.0597409","-123.0816311"
"468","NR",3,"NR02","3_NR02",2022,"NR3_02_03","RUAR","B. mixtus","B. mixtus","","mixtus_DNA_08","C11","y","n","","bcparasite05_G1","nicomekl2","49.0896266","-122.7732653"
"469","SD",6,"SD26","6_SD26",2022,"SD6_26_16","VIVI","B. mixtus","B. mixtus","","mixtus_DNA_07","G2","y","n","","bcparasite05_G10","southdelta4","49.0584528","-123.0671996"
"470","W",10,"W01","10_W01",2022,"W10_01_02","TRRE","B. impatiens","B. impatiens","","impatiens_DNA_09","C1","n","y","","bcparasite05_G11","westham3","49.0878415","-123.1662845"
"471","W",9,"W15","9_W15",2022,"W9_15_01","RUAR","B. impatiens","B. impatiens","","impatiens_DNA_09","B12","n","y","","bcparasite05_G12","westham4","49.081127","-123.150026"
"472","PM",4,"PM40","4_PM40",2022,"PM4_40_01","HYRA","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite05_G2","pittmeadows2","49.2568274","-122.6668088"
"473","PM",7,"PM65","7_PM65",2022,"PM7_65_03","CHAN","B. impatiens","B. impatiens","","impatiens_DNA_08","H3","y","n","","bcparasite05_G3","pittmeadows2","49.2547515","-122.6556663"
"474","ED",5,"ED10","5_ED10",2022,"ED5_10_04","RUAR","B. mixtus","B. mixtus","","mixtus_DNA_01","D7","y","y","","bcparasite05_G4","eastdelta2","49.1053113","-122.9572629"
"475","SD",6,"SD15","6_SD15",2022,"SD6_15_01","MAMO","B. mixtus","B. mixtus","","mixtus_DNA_07","D9","y","n","","bcparasite05_G5","southdelta2","49.0660259","-123.0780986"
"476","NR",3,"NR01","3_NR01",2022,"NR3_01_05","RONU","B. vosnesenskii","B. vosnesenskii","","","","y","y","","bcparasite05_G6","nicomekl2","49.089725","-122.7790482"
"477","HR",10,"HR25","10_HR25",2022,"HR10_25_01","HYRA","B. impatiens","B. impatiens","","impatiens_DNA_09","A10","y","n","","bcparasite05_G7","harvieroad1","49.1628452","-122.7128068"
"478","NR",1,"NR43","1_NR43",2022,"NR1_43_04","LUPO","B. mixtus","B. mixtus","","mixtus_DNA_02","B3","y","y","","bcparasite05_G8","nicomekl2","49.0834488","-122.776728"
"479","NR",3,"NR43","3_NR43",2022,"NR3_43_06","LUPO","B. vosnesenskii","B. vosnesenskii","","","","y","y","","bcparasite05_G9","nicomekl2","49.0834488","-122.776728"
"480","HR",3,"HR19A","3_HR19A",2022,"HR3_19A_13","TRRE","B. mixtus","B. mixtus","queen","mixtus_DNA_03","D2","y","n","","bcparasite05_H1","harvieroad1","49.1578943","-122.7080699"
"481","HR",1,"HR34","1_HR34",2022,"HR1_34_01","RUUR","B. mixtus","B. mixtus","","mixtus_DNA_06","D5","y","y","","bcparasite05_H10","harvieroad1","49.1628452","-122.7053717"
"482","SD",6,"SD27","6_SD27",2022,"SD6_27_02","RUAR","B. vosnesenskii","B. vosnesenskii","","","","","","","bcparasite05_H12","southdelta3","49.0571951","-123.0749858"
"483","HR",5,"HR12C","5_HR12C",2022,"HR5_12C_04","VICR","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite05_H2","harvieroad2","49.1604103","-122.7221135"
"484","NR",6,"NR01","6_NR01",2022,"NR6_01_02","CHAN","B. impatiens","B. impatiens","","impatiens_DNA_08","H4","y","y","","bcparasite05_H3","nicomekl2","49.089725","-122.7790482"
"485","SD",6,"SD39","6_SD39",2022,"SD6_39_03","PHTA","B. mixtus","B. mixtus","","mixtus_DNA_07","F1","y","n","","bcparasite05_H5","southdelta2","49.0682854","-123.0740915"
"486","SD",8,"SD36","8_SD36",2022,"SD8_36_06","VICR","B. mixtus","B. mixtus","","mixtus_DNA_02","G10","y","n","","bcparasite05_H6","southdelta3","49.0597409","-123.0816311"
"487","ED",9,"ED01","9_ED01",2022,"ED9_01_06","TRHY","B. impatiens","B. impatiens","","impatiens_DNA_09","A11","y","y","","bcparasite05_H7","eastdelta3","49.0954133","-122.9487118"
"488","W",9,"W18","9_W18",2022,"W9_18_01","PEAM","B. mixtus","B. mixtus","","mixtus_DNA_05","B12","y","n","","bcparasite05_H8","westham4","49.0821167","-123.1545951"
"489","SD",9,"SD36","9_SD36",2022,"SD9_36_07","VICR","B. vosnesenskii","B. vosnesenskii","","","","y","n","","bcparasite05_H9","southdelta3","49.0597409","-123.0816311"
"490","SD",7,"SD40","7_SD40",2022,"SD7_40_03","ORVU","B. impatiens","B. impatiens","","impatiens_DNA_09","C4","y","y","","bcparasite06_A1","southdelta2","49.0664297","-123.0753682"
"491","HR",4,"HR29","4_HR29",2022,"HR4_29_03","VICR","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite06_A10","harvieroad4","49.1482013","-122.7015327"
"492","NR",6,"NR43","6_NR43",2022,"NR6_43_02","nest","B. impatiens","B. impatiens","","impatiens_DNA_09","E11","y","y","","bcparasite06_A11","nicomekl2","49.0834488","-122.776728"
"493","PM",2,"PM54","2_PM54",2022,"PM2_54_07","VACO","B. mixtus","B. mixtus","","mixtus_DNA_06","E10","y","y","","bcparasite06_A12","pittmeadows3","49.2435675","-122.654634"
"494","SD",8,"SD24","8_SD24",2022,"SD8_24_01","CIVU","B. mixtus","B. mixtus","","mixtus_DNA_02","H9","y","y","","bcparasite06_A2","southdelta1","49.0659931","-123.0585976"
"495","HR",2,"HR32","2_HR32",2022,"HR2_32_01","RARA","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite06_A3","harvieroad3","49.147953","-122.7201041"
"496","SD",9,"SD06","9_SD06",2022,"SD9_06_05","VICR","B. impatiens","B. impatiens","","impatiens_DNA_09","D2","y","n","","bcparasite06_A4","southdelta4","49.0602283","-123.0635157"
"497","ED",8,"ED15","8_ED15",2022,"ED8_15_01","RUAR","B. mixtus","B. mixtus","","mixtus_DNA_04","F9","y","y","","bcparasite06_A5","eastdelta3","49.0918464","-122.9461469"
"498","PM",2,"PM70","2_PM70",2022,"PM2_70_02","LUPO","B. mixtus","B. mixtus","","mixtus_DNA_08","E9","y","y","","bcparasite06_A6","pittmeadows4","49.2451356","-122.638063"
"499","HR",7,"HR10","7_HR10",2022,"HR7_10_04","LASY","B. vosnesenskii","B. vosnesenskii","","","","y","n","","bcparasite06_A7","harvieroad2","49.1588394","-122.7276809"
"500","W",8,"W01","8_W01",2022,"W8_01_01","EPCI","B. mixtus","B. mixtus","","mixtus_DNA_02","F9","y","n","","bcparasite06_A8","westham3","49.0878415","-123.1662845"
"501","W",7,"W24","7_W24",2022,"W7_24_01","CIAR","B. impatiens","B. impatiens","","impatiens_DNA_09","E4","y","y","","bcparasite06_A9","westham2","49.0920602","-123.1542973"
"502","SD",10,"SD03","10_SD03",2022,"SD10_03_01","VICR","B. impatiens","B. impatiens","","impatiens_DNA_09","C5","y","y","","bcparasite06_B1","southdelta3","49.0601615","-123.0764268"
"503","HR",3,"HR12","3_HR12",2022,"HR3_12_04","VICR","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite06_B10","harvieroad2","49.1590772","-122.7236265"
"504","NR",6,"NR07A","6_NR07A",2022,"NR6_07A_06","LOCO","B. impatiens","B. impatiens","","impatiens_DNA_09","E12","y","y","","bcparasite06_B11","nicomekl1","49.0896758","-122.7593916"
"505","SD",9,"SD36","9_SD36",2022,"SD9_36_08","VICR","B. mixtus","B. mixtus","","mixtus_DNA_05","E3","y","n","","bcparasite06_B12","southdelta3","49.0597409","-123.0816311"
"506","W",7,"W02","7_W02",2022,"W7_02_02","MAMO","B. mixtus","B. mixtus","","mixtus_DNA_04","C9","y","y","","bcparasite06_B2","westham3","49.0898095","-123.1642782"
"507","SD",7,"SD37","7_SD37",2022,"SD7_37_05","LOCO","B. vosnesenskii","B. vosnesenskii","","","","y","y","","bcparasite06_B3","southdelta4","49.0602593","-123.058988"
"508","W",8,"W24","8_W24",2022,"W8_24_02","TRRE","B. impatiens","B. impatiens","","impatiens_DNA_09","D3","y","n","","bcparasite06_B4","westham2","49.0920602","-123.1542973"
"509","SD",8,"SD09","8_SD09",2022,"SD8_09_03","BRRA","B. mixtus","B. mixtus","","mixtus_DNA_03","A6","y","y","","bcparasite06_B5","southdelta1","49.0661823","-123.0625536"
"510","NR",3,"NR20","3_NR20",2022,"NR3_20_02","TRRE","B. mixtus","B. mixtus","","mixtus_DNA_08","C3","y","n","","bcparasite06_B6","nicomekl2","49.0864015","-122.779016"
"511","HR",4,"HR34","4_HR34",2022,"HR4_34_10","VICR","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite06_B7","harvieroad1","49.1628452","-122.7053717"
"512","PM",5,"PM55","5_PM55",2022,"PM5_55_02","RUAR","B. mixtus","B. mixtus","","mixtus_DNA_08","A9","y","y","","bcparasite06_B8","pittmeadows4","49.2423986","-122.6448958"
"513","SD",8,"SD36","8_SD36",2022,"SD8_36_18","VICR","B. impatiens","B. impatiens","","impatiens_DNA_09","E5","y","n","","bcparasite06_B9","southdelta3","49.0597409","-123.0816311"
"514","W",10,"W16","10_W16",2022,"W10_16_04","HEPA","B. impatiens","B. impatiens","","impatiens_DNA_09","C6","y","y","","bcparasite06_C1","westham4","49.080608","-123.1570558"
"515","HR",4,"HR19A","4_HR19A",2022,"HR4_19A_26","VICR","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite06_C11","harvieroad1","49.1578943","-122.7080699"
"516","SD",3,"SD26","3_SD26",2022,"SD3_26_07","VIHI","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite06_C12","southdelta4","49.0584528","-123.0671996"
"517","W",7,"W18","7_W18",2022,"W7_18_03","VEVI","B. mixtus","B. mixtus","","mixtus_DNA_03","E8","y","n","","bcparasite06_C2","westham4","49.0821167","-123.1545951"
"518","SD",7,"SD37","7_SD37",2022,"SD7_37_08","LOCO","B. impatiens","B. impatiens","","impatiens_DNA_09","C10","y","y","","bcparasite06_C3","southdelta4","49.0602593","-123.058988"
"519","ED",5,"ED27","5_ED27",2022,"ED5_27_07","VICR","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite06_C4","eastdelta1","49.1002059","-122.9312067"
"520","HR",2,"HR12B","2_HR12B",2022,"HR2_12B_01","RARA","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite06_C5","harvieroad2","49.1590491","-122.7221993"
"521","HR",4,"HR12","4_HR12",2022,"HR4_12_01","VICR","B. mixtus","B. mixtus","","mixtus_DNA_01","D9","y","n","","bcparasite06_C6","harvieroad2","49.1590772","-122.7236265"
"522","NR",9,"NR20","9_NR20",2022,"NR9_20_04","TAVU","B. impatiens","B. impatiens","","impatiens_DNA_09","D10","y","n","","bcparasite06_C7","nicomekl2","49.0864015","-122.779016"
"523","NR",1,"NR43","1_NR43",2022,"NR1_43_09","LUPO","B. mixtus","B. mixtus","","mixtus_DNA_02","A6","y","y","","bcparasite06_C8","nicomekl2","49.0834488","-122.776728"
"524","SD",9,"SD03","9_SD03",2022,"SD9_03_02","VICR","B. impatiens","B. impatiens","","impatiens_DNA_09","E6","y","y","","bcparasite06_C9","southdelta3","49.0601615","-123.0764268"
"525","SD",7,"SD03","7_SD03",2022,"SD7_03_02","VICR","B. impatiens","B. impatiens","","impatiens_DNA_09","C7","y","y","","bcparasite06_D1","southdelta3","49.0601615","-123.0764268"
"526","NR",9,"NR01","9_NR01",2022,"NR9_01_04","TAVU","B. impatiens","B. impatiens","","impatiens_DNA_09","E8","y","n","","bcparasite06_D10","nicomekl2","49.089725","-122.7790482"
"527","W",4,"W21","4_W21",2022,"W4_21_02","TRRE","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite06_D12","westham1","49.090392","-123.1427507"
"528","PM",6,"PM70","6_PM70",2022,"PM6_70_07","SYAL","B. mixtus","B. mixtus","","mixtus_DNA_03","E2","y","y","","bcparasite06_D2","pittmeadows4","49.2451356","-122.638063"
"529","NR",8,"NR20","8_NR20",2022,"NR8_20_06","TAVU","B. impatiens","B. impatiens","","impatiens_DNA_09","C11","y","n","","bcparasite06_D3","nicomekl2","49.0864015","-122.779016"
"530","ED",5,"ED32","5_ED32",2022,"ED5_32_02","TRRE","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite06_D4","eastdelta4","49.0910852","-122.9303897"
"531","SD",5,"SD26","5_SD26",2022,"SD5_26_01","VIVI","B. californicus","B. californicus","","","","y","y","","bcparasite06_D5","southdelta4","49.0584528","-123.0671996"
"532","SD",6,"SD26","6_SD26",2022,"SD6_26_11","VIVI","B. mixtus","B. mixtus","","mixtus_DNA_07","F8","y","y","","bcparasite06_D6","southdelta4","49.0584528","-123.0671996"
"533","ED",9,"ED01","9_ED01",2022,"ED9_01_02","CIVU","B. impatiens","B. impatiens","","impatiens_DNA_09","D11","y","y","","bcparasite06_D7","eastdelta3","49.0954133","-122.9487118"
"534","SD",10,"SD09","10_SD09",2022,"SD10_09_02","PELA","B. mixtus","B. mixtus","","mixtus_DNA_06","G2","y","n","","bcparasite06_D8","southdelta1","49.0661823","-123.0625536"
"535","HR",7,"HR35","7_HR35",2022,"HR7_35_01","TRME","B. vosnesenskii","B. impatiens","","impatiens_DNA_09","E7","n","y","","bcparasite06_D9","harvieroad4","49.1516644","-122.7064572"
"536","W",2,"W32","2_W32",2022,"W2_32_01","RASA","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite06_E1","westham3","49.0861264","-123.1586962"
"537","NR",10,"NR06A","10_NR06A",2022,"NR10_06A_02","COSE","B. impatiens","B. impatiens","","impatiens_DNA_09","E9","y","y","","bcparasite06_E10","nicomekl1","49.0895774","-122.7639943"
"538","NR",3,"NR43","3_NR43",2022,"NR3_43_05","LUPO","B. mixtus","B. mixtus","","mixtus_DNA_08","A11","y","y","","bcparasite06_E11","nicomekl2","49.0834488","-122.776728"
"539","ED",5,"ED27","5_ED27",2022,"ED5_27_04","VICR","B. rufocinctus","B. rufocinctus","","","","n","y","","bcparasite06_E12","eastdelta1","49.1002059","-122.9312067"
"540","SD",3,"SD40","3_SD40",2022,"SD3_40_13","SPJA","B. impatiens","B. impatiens","","impatiens_DNA_09","C8","y","y","","bcparasite06_E2","southdelta2","49.0664297","-123.0753682"
"541","NR",3,"NR02","3_NR02",2022,"NR3_02_02","RUAR","B. impatiens","B. impatiens","","impatiens_DNA_09","C12","y","y","","bcparasite06_E3","nicomekl2","49.0896266","-122.7732653"
"542","SD",3,"SD40","3_SD40",2022,"SD3_40_02","LUPO","B. mixtus","B. mixtus","","mixtus_DNA_08","E7","y","y","","bcparasite06_E4","southdelta2","49.0664297","-123.0753682"
"543","SD",7,"SD39","7_SD39",2022,"SD7_39_08","PHTA","B. impatiens","B. impatiens","","impatiens_DNA_09","F12","n","y","","bcparasite06_E5","southdelta2","49.0682854","-123.0740915"
"544","HR",4,"HR29","4_HR29",2022,"HR4_29_02","VICR","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite06_E6","harvieroad4","49.1482013","-122.7015327"
"545","SD",10,"SD36","10_SD36",2022,"SD10_36_01","VICR","B. impatiens","B. impatiens","","impatiens_DNA_09","D12","y","y","","bcparasite06_E7","southdelta3","49.0597409","-123.0816311"
"546","SD",9,"SD30","9_SD30",2022,"SD9_30_17","RARA","B. vosnesenskii","B. vosnesenskii","","","","y","y","","bcparasite06_E8","southdelta4","49.0566301","-123.0652652"
"547","HR",5,"HR19A","5_HR19A",2022,"HR5_19A_04","SYOF","B. flavifrons","B. mixtus","","mixtus_DNA_01","D11","y","n","","bcparasite06_E9","harvieroad1","49.1578943","-122.7080699"
"548","SD",9,"SD36","9_SD36",2022,"SD9_36_04","VICR","B. vosnesenskii","B. vosnesenskii","","","","y","n","","bcparasite06_F1","southdelta3","49.0597409","-123.0816311"
"549","NR",8,"NR05A","8_NR05A",2022,"NR8_05A_02","TAVU","B. impatiens","B. impatiens","","impatiens_DNA_09","E10","y","y","","bcparasite06_F10","nicomekl1","49.0858886","-122.7602928"
"550","SD",10,"SD27","10_SD27",2022,"SD10_27_01","CIVU","B. mixtus","B. mixtus","","mixtus_DNA_06","E4","y","n","","bcparasite06_F11","southdelta3","49.0571951","-123.0749858"
"551","NR",1,"NR43","1_NR43",2022,"NR1_43_11","LUPO","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite06_F12","nicomekl2","49.0834488","-122.776728"
"552","W",6,"W18","6_W18",2022,"W6_18_06","VEVI","B. impatiens","B. impatiens","","impatiens_DNA_09","C9","n","y","","bcparasite06_F2","westham4","49.0821167","-123.1545951"
"553","W",6,"W16","6_W16",2022,"W6_16_02","CIAR","B. impatiens","B. impatiens","","impatiens_DNA_09","D1","y","y","","bcparasite06_F3","westham4","49.080608","-123.1570558"
"554","W",9,"W10","9_W10",2022,"W9_10_01","RULA","B. mixtus","B. mixtus","","mixtus_DNA_05","B4","y","y","","bcparasite06_F4","westham3","49.0877613","-123.1628726"
"555","SD",10,"SD40","10_SD40",2022,"SD10_40_05","flying","B. impatiens","B. impatiens","","impatiens_DNA_09","D5","y","y","","bcparasite06_F5","southdelta2","49.0664297","-123.0753682"
"556","ED",7,"ED32","7_ED32",2022,"ED7_32_07","TRRE","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite06_F6","eastdelta4","49.0910852","-122.9303897"
"557","NR",10,"NR06A","10_NR06A",2022,"NR10_06A_01","HYRA","B. impatiens","B. impatiens","","impatiens_DNA_09","E1","y","y","","bcparasite06_F7","nicomekl1","49.0895774","-122.7639943"
"558","ED",5,"ED27A","5_ED27A",2022,"ED5_27A_01","VICR","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite06_F8","eastdelta1","49.1002656","-122.9297475"
"559","SD",6,"SD26","6_SD26",2022,"SD6_26_03","VIVI","B. mixtus","B. mixtus","","mixtus_DNA_07","D8","y","n","","bcparasite06_F9","southdelta4","49.0584528","-123.0671996"
"560","SD",9,"SD39","9_SD39",2022,"SD9_39_04","PHTA","B. rufocinctus","B. mixtus","","mixtus_DNA_05","E8","y","n","","bcparasite06_G1","southdelta2","49.0682854","-123.0740915"
"561","HR",6,"HR19A","6_HR19A",2022,"HR6_19A_04","SYOF","B. mixtus","B. mixtus","","mixtus_DNA_06","F1","y","n","","bcparasite06_G10","harvieroad1","49.1578943","-122.7080699"
"562","PM",6,"PM70","6_PM70",2022,"PM6_70_11","SYAL","B. mixtus","B. mixtus","","mixtus_DNA_03","G8","y","n","","bcparasite06_G11","pittmeadows4","49.2451356","-122.638063"
"563","NR",2,"NR43","2_NR43",2022,"NR2_43_03","LUPO","B. vosnesenskii","B. vosnesenskii","","","","y","y","","bcparasite06_G12","nicomekl2","49.0834488","-122.776728"
"564","SD",4,"SD26","4_SD26",2022,"SD4_26_04","VIVI","B. flavifrons","B. flavifrons","","","","n","y","","bcparasite06_G2","southdelta4","49.0584528","-123.0671996"
"565","W",9,"W19","9_W19",2022,"W9_19_01","LYSA","B. mixtus","B. mixtus","","mixtus_DNA_04","G5","y","y","","bcparasite06_G3","westham1","49.0892561","-123.1465705"
"566","PM",2,"PM49","2_PM49",2022,"PM2_49_02","SYAL","B. mixtus","B. mixtus","","mixtus_DNA_08","D8","y","n","","bcparasite06_G4","pittmeadows4","49.2474187","-122.6406256"
"567","SD",8,"SD26","8_SD26",2022,"SD8_26_02","TRHY","B. impatiens","B. impatiens","","impatiens_DNA_09","D6","y","y","","bcparasite06_G5","southdelta4","49.0584528","-123.0671996"
"568","SD",10,"SD24","10_SD24",2022,"SD10_24_01","LASY","B. impatiens","B. impatiens","","impatiens_DNA_09","D8","y","n","","bcparasite06_G6","southdelta1","49.0659931","-123.0585976"
"569","PM",2,"PM65","2_PM65",2022,"PM2_65_09","HYRA","B. mixtus","B. mixtus","","mixtus_DNA_08","H6","y","n","","bcparasite06_G7","pittmeadows2","49.2547515","-122.6556663"
"570","SD",7,"SD24","7_SD24",2022,"SD7_24_04","RUAR","B. impatiens","B. impatiens","","impatiens_DNA_09","E2","y","n","","bcparasite06_G8","southdelta1","49.0659931","-123.0585976"
"571","SD",3,"SD26","3_SD26",2022,"SD3_26_08","VIHI","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite06_G9","southdelta4","49.0584528","-123.0671996"
"572","W",10,"W15","10_W15",2022,"W10_15_01","SPDO","B. mixtus","B. mixtus","","mixtus_DNA_06","E9","y","y","","bcparasite06_H1","westham4","49.081127","-123.150026"
"573","W",9,"W11","9_W11",2022,"W9_11_01","LYSA","B. mixtus","B. mixtus","","mixtus_DNA_04","F2","y","n","","bcparasite06_H10","westham3","49.085613","-123.1649155"
"574","SD",4,"SD27","4_SD27",2022,"SD4_27_03","VISA","B. mixtus","B. mixtus","","mixtus_DNA_07","D12","y","n","","bcparasite06_H11","southdelta3","49.0571951","-123.0749858"
"575","NR",5,"NR14A","5_NR14A",2022,"NR5_14A_04","TRME","B. vosnesenskii","B. vosnesenskii","","","","y","y","","bcparasite06_H12","nicomekl4","49.0803908","-122.7595179"
"576","ED",8,"ED31","8_ED31",2022,"ED8_31_01","TAVU","B. impatiens","B. rufocinctus","","","","y","n","","bcparasite06_H2","eastdelta4","49.091685","-122.9349074"
"577","SD",9,"SD40","9_SD40",2022,"SD9_40_06","COAR","B. mixtus","B. mixtus","","mixtus_DNA_05","E12","y","n","","bcparasite06_H3","southdelta2","49.0664297","-123.0753682"
"578","PM",2,"PM51","2_PM51",2022,"PM2_51_03","VACO","B. mixtus","B. mixtus","","mixtus_DNA_07","A11","y","y","","bcparasite06_H4","pittmeadows3","49.2454815","-122.6549218"
"579","SD",5,"SD03","5_SD03",2022,"SD5_03_04","VICR","B. impatiens","B. impatiens","","impatiens_DNA_09","D7","n","y","","bcparasite06_H5","southdelta3","49.0601615","-123.0764268"
"580","W",8,"W24","8_W24",2022,"W8_24_03","TRRE","B. impatiens","B. impatiens","","impatiens_DNA_09","D9","y","n","","bcparasite06_H6","westham2","49.0920602","-123.1542973"
"581","ED",6,"ED28A","6_ED28A",2022,"ED6_28A_02","VICR","B. mixtus","B. mixtus","","mixtus_DNA_04","H11","y","n","","bcparasite06_H7","eastdelta1","49.1007889","-122.9346452"
"582","W",9,"W11","9_W11",2022,"W9_11_06","RUAR","B. impatiens","B. impatiens","","impatiens_DNA_09","E3","y","y","","bcparasite06_H8","westham3","49.085613","-123.1649155"
"583","SD",6,"SD36","6_SD36",2022,"SD6_36_14","VICR","B. vosnesenskii","B. vosnesenskii","","","","y","y","","bcparasite06_H9","southdelta3","49.0597409","-123.0816311"
"584","ED",6,"ED28A","6_ED28A",2022,"ED6_28A_08","VICR","B. impatiens","B. impatiens","","impatiens_DNA_09","F1","y","y","","bcparasite07_A1","eastdelta1","49.1007889","-122.9346452"
"585","W",8,"W17","8_W17",2022,"W8_17_03","SPDO","B. impatiens","B. impatiens","","impatiens_DNA_09","H1","y","y","","bcparasite07_A10","westham4","49.0785706","-123.1520317"
"586","SD",3,"SD26","3_SD26",2022,"SD3_26_02","VIHI","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite07_A11","southdelta4","49.0584528","-123.0671996"
"587","HR",4,"HR07","4_HR07",2022,"HR4_07_01","SYAL","B. flavifrons","B. mixtus","","mixtus_DNA_01","B9","n","y","all","bcparasite07_A12","harvieroad3","49.1534587","-122.7244539"
"588","HR",3,"HR26","3_HR26",2022,"HR3_26_01","RUAR","B. mixtus","B. mixtus","queen","mixtus_DNA_08","G6","y","n","","bcparasite07_A2","harvieroad1","49.1592195","-122.7127155"
"589","ED",5,"ED06","5_ED06",2022,"ED5_06_01","SIOR","B. mixtus","B. mixtus","","mixtus_DNA_07","D6","n","y","","bcparasite07_A3","eastdelta3","49.0937503","-122.9571174"
"590","PM",9,"PM61","9_PM61",2022,"PM9_61_01","HYRA","B. impatiens","B. impatiens","","impatiens_DNA_08","A9","y","n","","bcparasite07_A4","pittmeadows2","49.2545201","-122.6668191"
"591","ED",10,"ED20A","10_ED20A",2022,"ED10_20A_01","VICR","B. mixtus","B. mixtus","","mixtus_DNA_05","G7","y","n","","bcparasite07_A5","eastdelta1","49.1046332","-122.9294281"
"592","ED",9,"ED15","9_ED15",2022,"ED9_15_01","CIVU","B. impatiens","B. impatiens","","impatiens_DNA_09","F11","y","y","","bcparasite07_A6","eastdelta3","49.0918464","-122.9461469"
"593","W",4,"W30","4_W30",2022,"W4_30_05","RONU","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite07_A7","westham2","49.0955023","-123.1490957"
"594","W",9,"W17","9_W17",2022,"W9_17_01","SPDO","B. mixtus","B. mixtus","","mixtus_DNA_04","G12","y","y","","bcparasite07_A8","westham4","49.0785706","-123.1520317"
"595","W",4,"W02","4_W02",2022,"W4_02_02","RARA","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite07_A9","westham3","49.0898095","-123.1642782"
"596","NR",3,"NR29","3_NR29",2022,"NR3_29_10","RUAR","B. impatiens","B. impatiens","","impatiens_DNA_09","F2","y","n","","bcparasite07_B1","nicomekl4","49.0749252","-122.7620714"
"597","NR",5,"NR07A","5_NR07A",2022,"NR5_07A_12","VICR","B. impatiens","B. impatiens","","impatiens_DNA_09","H2","y","n","","bcparasite07_B10","nicomekl1","49.0896758","-122.7593916"
"598","ED",5,"ED27","5_ED27",2022,"ED5_27_06","VICR","B. rufocinctus","B. rufocinctus","","","","y","n","","bcparasite07_B11","eastdelta1","49.1002059","-122.9312067"
"599","HR",4,"HR10","4_HR10",2022,"HR4_10_03","VICR","B. mixtus","B. mixtus","","mixtus_DNA_01","C7","n","y","half","bcparasite07_B12","harvieroad2","49.1588394","-122.7276809"
"600","HR",2,"HR21","2_HR21",2022,"HR2_21_01","RARE","B. mixtus","B. mixtus","","mixtus_DNA_04","C8","y","n","","bcparasite07_B2","harvieroad4","49.1517732","-122.712283"
"601","ED",5,"ED11","5_ED11",2022,"ED5_11_01","RUAR","B. mixtus","B. mixtus","queen","mixtus_DNA_01","B11","n","y","","bcparasite07_B3","eastdelta1","49.0998336","-122.9364988"
"602","PM",9,"PM63","9_PM63",2022,"PM9_63_02","IMGL","B. impatiens","B. impatiens","","impatiens_DNA_08","A10","y","y","","bcparasite07_B4","pittmeadows3","49.2459944","-122.6670193"
"603","HR",2,"HR19A","2_HR19A",2022,"HR2_19A_06","N/A","B. flavifrons","B. mixtus","","mixtus_DNA_08","G9","y","n","","bcparasite07_B5","harvieroad1","49.1578943","-122.7080699"
"604","SD",4,"SD26","4_SD26",2022,"SD4_26_02","VIVI","B. flavifrons","B. flavifrons","","","","n","y","","bcparasite07_B6","southdelta4","49.0584528","-123.0671996"
"605","NR",3,"NR23","3_NR23",2022,"NR3_23_14","RASA","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite07_B7","nicomekl3","49.0779816","-122.7790408"
