"","site","round","sample_pt","sample_id","year","barcode_id","active_flower","pre_id","final_id","notes","plate","well","microcentrifuge","pollen","natalia_pollen","gut_plate","subsite","lat","long"
"22","PM",8,"PM40","8_PM40",2022,"PM8_40_01","TRME","B. impatiens","B. impatiens","","impatiens_DNA_02","A2","y","yy","","bcparasite01_A1","pittmeadows2","49.2568274","-122.6668088"
"23","SD",9,"SD27","9_SD27",2022,"SD9_27_02","RARA","B. impatiens","B. impatiens","","impatiens_DNA_07","D5","y","y","","bcparasite01_A10","southdelta3","49.0571951","-123.0749858"
"24","PM",3,"PM49","3_PM49",2022,"PM3_49_02","SYAL","B. mixtus","B. mixtus","","mixtus_DNA_02","C9","y","y","","bcparasite01_A11","pittmeadows4","49.2474187","-122.6406256"
"25","W",8,"W02","8_W02",2022,"W8_02_01","MASY","B. impatiens","B. impatiens","","impatiens_DNA_07","D12","y","n","","bcparasite01_A12","westham3","49.0898095","-123.1642782"
"26","SD",6,"SD36","6_SD36",2022,"SD6_36_01","VICR","B. mixtus","B. mixtus","","mixtus_DNA_07","E1","n","y","","bcparasite01_A3","southdelta3","49.0597409","-123.0816311"
"27","HR",8,"HR07A","8_HR07A",2022,"HR8_07A_05","IMGL","B. impatiens","B. impatiens","","impatiens_DNA_07","A9","y","y","","bcparasite01_A4","harvieroad3","49.1534589","-122.7224307"
"28","SD",6,"SD27","6_SD27",2022,"SD6_27_03","RUAR","B. mixtus","B. mixtus","","mixtus_DNA_07","F12","n","y","","bcparasite01_A5","southdelta3","49.0571951","-123.0749858"
"29","NR",10,"NR29","10_NR29",2022,"NR10_29_01","CHAN","B. impatiens","B. impatiens","","impatiens_DNA_07","C1","y","n","","bcparasite01_A6","nicomekl4","49.0749252","-122.7620714"
"30","SD",4,"SD27","4_SD27",2022,"SD4_27_01","RUAR","B. mixtus","B. mixtus","","mixtus_DNA_07","G10","n","y","","bcparasite01_A7","southdelta3","49.0571951","-123.0749858"
"31","SD",3,"SD08","3_SD08",2022,"SD3_08_04","RONU","B. impatiens","B. impatiens","","impatiens_DNA_07","C9","y","y","","bcparasite01_A8","southdelta1","49.0684202","-123.0638309"
"32","PM",4,"PM41","4_PM41",2022,"PM4_41_01","HYRA","B. rufocinctus","B. rufocinctus","","","","y","n","","bcparasite01_A9","pittmeadows2","49.2568204","-122.6611721"
"33","PM",4,"PM51A","4_PM51A",2022,"PM4_51A_02","HYRA","B. impatiens","B. impatiens","","impatiens_DNA_02","A3","y","n","","bcparasite01_B1","pittmeadows3","49.2460018","-122.6559901"
"34","NR",6,"NR20","6_NR20",2022,"NR6_20_01","N/A","N/A","B. impatiens","","impatiens_DNA_07","D6","y","n","","bcparasite01_B10","nicomekl2","49.0864015","-122.779016"
"35","PM",5,"PM65","5_PM65",2022,"PM5_65_03","CHAN","B. flavifrons","B. mixtus","","mixtus_DNA_02","F12","y","n","","bcparasite01_B11","pittmeadows2","49.2547515","-122.6556663"
"36","HR",5,"HR07A","5_HR07A",2022,"HR5_07A_01","IMGL","B. impatiens","B. impatiens","","impatiens_DNA_07","E1","y","n","","bcparasite01_B12","harvieroad3","49.1534589","-122.7224307"
"37","SD",7,"SD26","7_SD26",2022,"SD7_26_01","TRHY","B. mixtus","B. mixtus","","mixtus_DNA_06","D7","n","y","","bcparasite01_B3","southdelta4","49.0584528","-123.0671996"
"38","HR",7,"HR04","7_HR04",2022,"HR7_04_02","SPDO","B. impatiens","B. impatiens","","impatiens_DNA_07","A10","y","y","","bcparasite01_B4","harvieroad3","49.1534069","-122.719946"
"39","HR",1,"HR16","1_HR16",2022,"HR1_16_01","VACO","B. mixtus","B. mixtus","","mixtus_DNA_06","B7","n","","","bcparasite01_B5","harvieroad1","49.159073","-122.7088316"
"40","NR",7,"NR25","7_NR25",2022,"NR7_25_05","TAVU","B. impatiens","B. impatiens","beetle in gut","impatiens_DNA_07","C2","y","y","","bcparasite01_B6","nicomekl3","49.0746575","-122.7756397"
"41","SD",9,"SD09","9_SD09",2022,"SD9_09_07","PEMA","B. mixtus","B. mixtus","","mixtus_DNA_05","C8","n","y","","bcparasite01_B7","southdelta1","49.0661823","-123.0625536"
"42","SD",6,"SD37","6_SD37",2022,"SD6_37_11","VICR","B. impatiens","B. impatiens","","impatiens_DNA_07","C10","y","y","","bcparasite01_B8","southdelta4","49.0602593","-123.058988"
"43","ED",2,"ED27","2_ED27",2022,"ED2_27_03","VISA","B. flavifrons","B. flavifrons","queen","","","y","y","","bcparasite01_B9","eastdelta1","49.1002059","-122.9312067"
"44","PM",3,"PM54","3_PM54",2022,"PM3_54_03","VACO","B. impatiens","B. impatiens","","impatiens_DNA_02","A1","y","n","","bcparasite01_C1","pittmeadows3","49.2435675","-122.654634"
"45","W",8,"W16","8_W16",2022,"W8_16_02","CIAR","B. impatiens","B. impatiens","","impatiens_DNA_07","D7","y","y","","bcparasite01_C10","westham4","49.080608","-123.1570558"
"46","ED",3,"ED31","3_ED31",2022,"ED3_31_01","DIPU","B. impatiens","B. impatiens","","impatiens_DNA_07","D9","y","y","","bcparasite01_C11","eastdelta4","49.091685","-122.9349074"
"47","ED",6,"ED05","6_ED05",2022,"ED6_05_01","SPDO","B. impatiens","B. impatiens","","impatiens_DNA_07","E2","y","y","","bcparasite01_C12","eastdelta3","49.0935866","-122.9462978"
"48","HR",2,"HR19A","2_HR19A",2022,"HR2_19A_08","TRME","B. melanopygus","B. flavifrons","","","","y","n","","bcparasite01_C2","harvieroad1","49.1578943","-122.7080699"
"49","ED",3,"ED25B","3_ED25B",2022,"ED3_25B_07","TRME","B. flavifrons","B. flavifrons","","","","n","y","","bcparasite01_C3","eastdelta1","49.10081","-122.9371909"
"50","HR",6,"HR07A","6_HR07A",2022,"HR6_07A_04","IMGL","B. impatiens","B. impatiens","","impatiens_DNA_07","A11","y","n","","bcparasite01_C4","harvieroad3","49.1534589","-122.7224307"
"51","PM",3,"PM49","3_PM49",2022,"PM3_49_04","SYAL","B. mixtus","B. mixtus","","mixtus_DNA_02","D8","n","y","","bcparasite01_C5","pittmeadows4","49.2474187","-122.6406256"
"52","W",9,"W11","9_W11",2022,"W9_11_04","RUAR","B. impatiens","B. impatiens","","impatiens_DNA_07","C3","y","y","","bcparasite01_C6","westham3","49.085613","-123.1649155"
"53","PM",4,"PM40","4_PM40",2022,"PM4_40_05","HYRA","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite01_C7","pittmeadows2","49.2568274","-122.6668088"
"54","ED",8,"ED01","8_ED01",2022,"ED8_01_02","TRHY","B. impatiens","B. impatiens","","impatiens_DNA_07","C11","y","y","","bcparasite01_C8","eastdelta3","49.0954133","-122.9487118"
"55","SD",9,"SD03","9_SD03",2022,"SD9_03_01","VICR","B. mixtus","B. mixtus","","mixtus_DNA_05","E2","y","n","","bcparasite01_C9","southdelta3","49.0601615","-123.0764268"
"56","PM",4,"PM47","4_PM47",2022,"PM4_47_02","HYRA","B. impatiens","B. impatiens","","impatiens_DNA_02","A4","y","yy","","bcparasite01_D1","","49.2523011","-122.649575"
"57","ED",6,"ED01","6_ED01",2022,"ED6_01_06","TRHY","B. impatiens","B. impatiens","","impatiens_DNA_07","D8","y","y","","bcparasite01_D10","eastdelta3","49.0954133","-122.9487118"
"58","PM",7,"PM71","7_PM71",2022,"PM7_71_02","IMGL","B. impatiens","B. impatiens","","impatiens_DNA_07","D10","y","y","","bcparasite01_D11","pittmeadows2","49.25134","-122.6668765"
"59","HR",6,"HR32","6_HR32",2022,"HR6_32_01","CRCA","B. impatiens","B. impatiens","","impatiens_DNA_07","E3","y","n","","bcparasite01_D12","harvieroad3","49.147953","-122.7201041"
"60","NR",5,"NR07A","5_NR07A",2022,"NR5_07A_06","VICR","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite01_D2","nicomekl1","49.0896758","-122.7593916"
"61","SD",6,"SD37","6_SD37",2022,"SD6_37_15","VICR","B. vosnesenskii","B. vosnesenskii","","","","","y","y","bcparasite01_D3","southdelta4","49.0602593","-123.058988"
"62","HR",10,"HR03","10_HR03",2022,"HR10_03_01","RARA","B. impatiens","B. impatiens","","impatiens_DNA_07","A12","y","y","","bcparasite01_D4","harvieroad3","49.1515935","-122.7194854"
"63","NR",2,"NR43","2_NR43",2022,"NR2_43_09","LUPO","B. flavifrons","B. flavifrons","","","","n","y","","bcparasite01_D5","nicomekl2","49.0834488","-122.776728"
"64","W",7,"W16","7_W16",2022,"W7_16_01","CIAR","B. impatiens","B. impatiens","","impatiens_DNA_07","C4","y","y","","bcparasite01_D6","westham4","49.080608","-123.1570558"
"65","SD",5,"SD37","5_SD37",2022,"SD5_37_05","VICR","B. vosnesenskii","B. vosnesenskii","","","","y","n","","bcparasite01_D7","southdelta4","49.0602593","-123.058988"
"66","ED",8,"ED22B","8_ED22B",2022,"ED8_22B_01","TRHY","B. impatiens","B. impatiens","","impatiens_DNA_07","C12","y","y","","bcparasite01_D8","eastdelta2","49.1046204","-122.9460145"
"67","PM",3,"PM51","3_PM51",2022,"PM3_51_02","VACO","B. mixtus","B. mixtus","queen","mixtus_DNA_09","A6","y","n","","bcparasite01_D9","pittmeadows3","49.2454815","-122.6549218"
"68","HR",3,"HR19A","3_HR19A",2022,"HR3_19A_37","VICR","B. mixtus","B. mixtus","","mixtus_DNA_04","A5","y","n","","bcparasite01_E1","harvieroad1","49.1578943","-122.7080699"
"69","HR",8,"HR12C","8_HR12C",2022,"HR8_12C_05","CASI","B. californicus","B. californicus","","","","y","n","","bcparasite01_E10","harvieroad2","49.1604103","-122.7221135"
"70","HR",7,"HR12","7_HR12",2022,"HR7_12_05","HYRA","B. rufocinctus","B. rufocinctus","","","","y","n","","bcparasite01_E11","harvieroad2","49.1590772","-122.7236265"
"71","SD",10,"SD24","10_SD24",2022,"SD10_24_04","LASY","B. impatiens","B. impatiens","","impatiens_DNA_07","E4","y","y","","bcparasite01_E12","southdelta1","49.0659931","-123.0585976"
"72","ED",9,"ED17","9_ED17",2022,"ED9_17_07","CHAN","B. impatiens","B. impatiens","","impatiens_DNA_09","F3","y","n","","bcparasite01_E2","eastdelta4","49.0940828","-122.9349878"
"73","SD",3,"SD08","3_SD08",2022,"SD3_08_03","RONU","B. impatiens","B. impatiens","","impatiens_DNA_07","A5","y","y","","bcparasite01_E3","southdelta1","49.0684202","-123.0638309"
"74","W",4,"W18A","4_W18A",2022,"W4_18A_01","VIVI","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite01_E4","westham4","49.0811246","-123.1523551"
"75","ED",4,"ED20A","4_ED20A",2022,"ED4_20A_01","VICR","B. flavifrons","B. flavifrons","","","","n","y","","bcparasite01_E5","eastdelta1","49.1046332","-122.9294281"
"76","ED",3,"ED11","3_ED11",2022,"ED3_11_01","TRRE","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite01_E6","eastdelta1","49.0998336","-122.9364988"
"77","HR",7,"HR25","7_HR25",2022,"HR7_25_01","CASI","B. impatiens","B. impatiens","","impatiens_DNA_07","C5","y","n","","bcparasite01_E7","harvieroad1","49.1628452","-122.7128068"
"78","PM",5,"PM65","5_PM65",2022,"PM5_65_01","CHAN","B. mixtus","B. mixtus","","mixtus_DNA_02","F5","y","n","","bcparasite01_E8","pittmeadows2","49.2547515","-122.6556663"
"79","SD",7,"SD03","7_SD03",2022,"SD7_03_01","VICR","B. impatiens","B. impatiens","","impatiens_DNA_07","D1","y","n","","bcparasite01_E9","southdelta3","49.0601615","-123.0764268"
"80","HR",8,"HR12C","8_HR12C",2022,"HR8_12C_06","CASI","B. californicus","B. californicus","","","","y","n","","bcparasite01_F1","harvieroad2","49.1604103","-122.7221135"
"81","NR",2,"NR43","2_NR43",2022,"NR2_43_11","LUPO","B. vosnesenskii","B. vosnesenskii","","","","y","y","","bcparasite01_F10","nicomekl2","49.0834488","-122.776728"
"82","HR",8,"HR12C","8_HR12C",2022,"HR8_12C_02","CASI","B. californicus","B. californicus","","","","y","n","","bcparasite01_F11","harvieroad2","49.1604103","-122.7221135"
"83","NR",1,"NR43","1_NR43",2022,"NR1_43_02","LUPO","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite01_F12","nicomekl2","49.0834488","-122.776728"
"84","SD",6,"SD03","6_SD03",2022,"SD6_03_08","VICR","B. impatiens","B. impatiens","","impatiens_DNA_09","F4","y","n","","bcparasite01_F2","southdelta3","49.0601615","-123.0764268"
"85","SD",6,"SD36","6_SD36",2022,"SD6_36_12","VICR","B. impatiens","B. impatiens","","impatiens_DNA_07","A6","y","y","","bcparasite01_F3","southdelta3","49.0597409","-123.0816311"
"86","W",3,"W22","3_W22",2022,"W3_22_06","VACO","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite01_F4","westham1","49.0930151","-123.1427507"
"87","HR",5,"HR12C","5_HR12C",2022,"HR5_12C_01","GABI","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite01_F5","harvieroad2","49.1604103","-122.7221135"
"88","W",2,"W10","2_W10",2022,"W2_10_02","RARA","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite01_F6","westham3","49.0877613","-123.1628726"
"89","SD",8,"SD24","8_SD24",2022,"SD8_24_05","LASY","B. impatiens","B. impatiens","","impatiens_DNA_07","C6","y","y","","bcparasite01_F7","southdelta1","49.0659931","-123.0585976"
"90","PM",3,"PM49","3_PM49",2022,"PM3_49_03","SYAL","B. mixtus","B. mixtus","","mixtus_DNA_02","C11","y","n","","bcparasite01_F8","pittmeadows4","49.2474187","-122.6406256"
"91","HR",10,"HR19A","10_HR19A",2022,"HR10_19A_01","CASI","B. impatiens","B. impatiens","","impatiens_DNA_07","D2","y","n","","bcparasite01_F9","harvieroad1","49.1578943","-122.7080699"
"92","PM",3,"PM65","3_PM65",2022,"PM3_65_01","TRRE","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite01_G1","pittmeadows2","49.2547515","-122.6556663"
"93","HR",3,"HR32","3_HR32",2022,"HR3_32_25","SYOF","B. flavifrons","B. mixtus","","mixtus_DNA_04","A3","y","n","","bcparasite01_G10","harvieroad3","49.147953","-122.7201041"
"94","SD",9,"SD30","9_SD30",2022,"SD9_30_13","RARA","B. impatiens","B. impatiens","","impatiens_DNA_07","D11","y","y","","bcparasite01_G11","southdelta4","49.0566301","-123.0652652"
"95","NR",3,"NR20","3_NR20",2022,"NR3_20_01","RUAR","B. mixtus","B. mixtus","","mixtus_DNA_08","A8","n","y","","bcparasite01_G12","nicomekl2","49.0864015","-122.779016"
"96","SD",7,"SD26","7_SD26",2022,"SD7_26_02","TRHY","B. mixtus","B. mixtus","","mixtus_DNA_05","G11","y","y","","bcparasite01_G2","southdelta4","49.0584528","-123.0671996"
"97","W",6,"W05","6_W05",2022,"W6_05_01","HOVE","B. mixtus","B. mixtus","queen","mixtus_DNA_07","A1","y","n","","bcparasite01_G3","","49.0901064","-123.1603994"
"98","ED",6,"ED12","6_ED12",2022,"ED6_12_02","HYRA","B. rufocinctus","B. rufocinctus","","","","y","n","","bcparasite01_G4","eastdelta4","49.0941941","-122.9295817"
"99","SD",8,"SD39","8_SD39",2022,"SD8_39_12","PHTA","B. vosnesenskii","B. vosnesenskii","","","","y","n","","bcparasite01_G5","southdelta2","49.0682854","-123.0740915"
"100","SD",3,"SD36","3_SD36",2022,"SD3_36_03","VISA","B. mixtus","B. mixtus","","mixtus_DNA_01","G9","y","n","","bcparasite01_G6","southdelta3","49.0597409","-123.0816311"
"101","HR",6,"HR07A","6_HR07A",2022,"HR6_07A_03","IMGL","B. impatiens","B. impatiens","","impatiens_DNA_07","C7","y","n","","bcparasite01_G7","harvieroad3","49.1534589","-122.7224307"
"102","ED",3,"ED20A","3_ED20A",2022,"ED3_20A_05","TRHY","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite01_G8","eastdelta1","49.1046332","-122.9294281"
"103","ED",6,"ED22A","6_ED22A",2022,"ED6_22A_07","TRRE","B. impatiens","B. impatiens","","impatiens_DNA_07","D3","y","n","","bcparasite01_G9","eastdelta2","49.1028989","-122.9460592"
"104","ED",5,"ED32","5_ED32",2022,"ED5_32_01","TRRE","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite01_H1","eastdelta4","49.0910852","-122.9303897"
"105","HR",2,"HR18","2_HR18",2022,"HR2_18_02","VACO","B. mixtus","B. mixtus","","mixtus_DNA_06","E5","y","n","","bcparasite01_H10","harvieroad1","49.1589046","-122.7058168"
"106","NR",5,"NR14A","5_NR14A",2022,"NR5_14A_05","TRME","B. vosnesenskii","B. vosnesenskii","queen","","","y","y","","bcparasite01_H11","nicomekl4","49.0803908","-122.7595179"
"107","NR",3,"NR01","3_NR01",2022,"NR3_01_11","RONU","B. mixtus","B. mixtus","","mixtus_DNA_08","B12","y","y","","bcparasite01_H12","nicomekl2","49.089725","-122.7790482"
"108","SD",8,"SD24","8_SD24",2022,"SD8_24_07","LASY","B. mixtus","B. mixtus","","mixtus_DNA_03","A9","y","n","","bcparasite01_H2","southdelta1","49.0659931","-123.0585976"
"109","SD",6,"SD37","6_SD37",2022,"SD6_37_05","VICR","B. impatiens","B. impatiens","","impatiens_DNA_07","A8","y","n","","bcparasite01_H3","southdelta4","49.0602593","-123.058988"
"110","ED",9,"ED03A","9_ED03A",2022,"ED9_03A_01","RARA","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite01_H4","eastdelta3","49.0974676","-122.9461089"
"111","ED",9,"ED01","9_ED01",2022,"ED9_01_03","CIVU","B. rufocinctus","B. rufocinctus","","","","y","y","","bcparasite01_H5","eastdelta3","49.0954133","-122.9487118"
"112","SD",7,"SD13","7_SD13",2022,"SD7_13_02","CIVU","B. mixtus","B. mixtus","","mixtus_DNA_05","H10","n","y","","bcparasite01_H6","southdelta2","49.0671224","-123.0772778"
"113","SD",5,"SD24","5_SD24",2022,"SD5_24_03","RUAR","B. impatiens","B. impatiens","","impatiens_DNA_07","C8","y","n","","bcparasite01_H7","southdelta1","49.0659931","-123.0585976"
"114","ED",2,"ED11","2_ED11",2022,"ED2_11_01","VISA","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite01_H8","eastdelta1","49.0998336","-122.9364988"
"115","NR",3,"NR01","3_NR01",2022,"NR3_01_02","RONU","B. impatiens","B. impatiens","","impatiens_DNA_07","D4","y","y","","bcparasite01_H9","nicomekl2","49.089725","-122.7790482"
"116","ED",10,"ED32","10_ED32",2022,"ED10_32_04","TRRE","B. impatiens","B. impatiens","","impatiens_DNA_07","E5","y","y","","bcparasite02_A1","eastdelta4","49.0910852","-122.9303897"
"117","W",3,"W02","3_W02",2022,"W3_02_01","WIFU","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite02_A10","westham3","49.0898095","-123.1642782"
"118","NR",7,"NR18","7_NR18",2022,"NR7_18_01","SPDO","B. impatiens","B. impatiens","","impatiens_DNA_07","H3","y","y","","bcparasite02_A11","nicomekl2","49.0867459","-122.7724607"
"119","NR",3,"NR01","3_NR01",2022,"NR3_01_06","RONU","B. impatiens","B. impatiens","","impatiens_DNA_07","H5","y","y","","bcparasite02_A12","nicomekl2","49.089725","-122.7790482"
"120","NR",10,"NR14A","10_NR14A",2022,"NR10_14A_02","PEMA","B. impatiens","B. impatiens","","impatiens_DNA_07","E9","y","n","","bcparasite02_A2","nicomekl4","49.0803908","-122.7595179"
"121","ED",6,"ED16","6_ED16",2022,"ED6_16_01","RUAR","B. impatiens","B. impatiens","","impatiens_DNA_07","F5","y","y","","bcparasite02_A4","eastdelta3","49.0908698","-122.9480405"
"122","ED",6,"ED22A","6_ED22A",2022,"ED6_22A_01","TRRE","B. mixtus","B. mixtus","","mixtus_DNA_04","G1","n","y","","bcparasite02_A5","eastdelta2","49.1028989","-122.9460592"
"123","HR",4,"HR19A","4_HR19A",2022,"HR4_19A_24","VICR","B. mixtus","B. mixtus","","mixtus_DNA_01","D8","y","n","","bcparasite02_A6","harvieroad1","49.1578943","-122.7080699"
"124","HR",2,"HR16","2_HR16",2022,"HR2_16_03","VACO","B. flavifrons","B. flavifrons","","","","y","n","","bcparasite02_A7","harvieroad1","49.159073","-122.7088316"
"125","ED",7,"ED06","7_ED06",2022,"ED7_06_04","CHAN","B. impatiens","B. impatiens","","impatiens_DNA_07","G5","y","y","","bcparasite02_A8","eastdelta3","49.0937503","-122.9571174"
"126","ED",3,"ED27","3_ED27",2022,"ED3_27_02","VISA","B. mixtus","B. mixtus","","mixtus_DNA_08","F2","y","n","","bcparasite02_A9","eastdelta1","49.1002059","-122.9312067"
"127","HR",9,"HR23","9_HR23",2022,"HR9_23_02","SPJA","B. impatiens","B. impatiens","","impatiens_DNA_07","E6","y","y","","bcparasite02_B1","harvieroad4","49.1518644","-122.70223"
"128","NR",6,"NR14A","6_NR14A",2022,"NR6_14A_02","N/A (leaf)","B. vosnesenskii","B. vosnesenskii","","","","y","y","","bcparasite02_B10","nicomekl4","49.0803908","-122.7595179"
"129","PM",4,"PM54A","4_PM54A",2022,"PM4_54A_05","HYRA","B. impatiens","B. impatiens","","impatiens_DNA_07","H4","y","y","","bcparasite02_B11","pittmeadows3","49.2423594","-122.6557711"
"130","SD",6,"SD24","6_SD24",2022,"SD6_24_10","LASY","B. impatiens","B. impatiens","","impatiens_DNA_07","H6","y","n","","bcparasite02_B12","southdelta1","49.0659931","-123.0585976"
"131","ED",7,"ED10","7_ED10",2022,"ED7_10_02","TRRE","B. impatiens","B. impatiens","","impatiens_DNA_07","E10","y","n","","bcparasite02_B2","eastdelta2","49.1053113","-122.9572629"
"132","ED",10,"ED01","10_ED01",2022,"ED10_01_02","CIVU","B. impatiens","B. rufocinctus","","","","y","n","","bcparasite02_B3","eastdelta3","49.0954133","-122.9487118"
"133","ED",6,"ED31","6_ED31",2022,"ED6_31_01","HYRA","B. impatiens","B. impatiens","","impatiens_DNA_07","F6","y","y","","bcparasite02_B4","eastdelta4","49.091685","-122.9349074"
"134","ED",5,"ED07","5_ED07",2022,"ED5_07_01","SIOR","B. mixtus","B. mixtus","","mixtus_DNA_01","A1","n","y","","bcparasite02_B5","eastdelta3","49.0970105","-122.9571978"
"135","W",10,"W11","10_W11",2022,"W10_11_01","LYSA","B. mixtus","B. mixtus","","mixtus_DNA_06","H11","n","y","","bcparasite02_B6","westham3","49.085613","-123.1649155"
"136","HR",8,"HR10","8_HR10",2022,"HR8_10_05","TAVU","B. impatiens","B. rufocinctus","","","","y","n","","bcparasite02_B7","harvieroad2","49.1588394","-122.7276809"
"137","NR",8,"NR05A","8_NR05A",2022,"NR8_05A_03","TAVU","B. impatiens","B. impatiens","","impatiens_DNA_07","G6","y","n","","bcparasite02_B8","nicomekl1","49.0858886","-122.7602928"
"138","W",8,"W25","8_W25",2022,"W8_25_03","TRRE","B. mixtus","B. mixtus","","mixtus_DNA_02","C10","y","y","","bcparasite02_B9","westham2","49.09466","-123.15417"
"139","W",7,"W32","7_W32",2022,"W7_32_01","RUAR","B. impatiens","B. impatiens","","impatiens_DNA_07","E7","y","y","","bcparasite02_C1","westham3","49.0861264","-123.1586962"
"140","SD",3,"SD39","3_SD39",2022,"SD3_39_01","PHTA","B. mixtus","B. mixtus","","mixtus_DNA_09","C3","y","n","","bcparasite02_C10","southdelta2","49.0682854","-123.0740915"
"141","SD",10,"SD24","10_SD24",2022,"SD10_24_02","LASY","B. mixtus","B. mixtus","","mixtus_DNA_06","E12","y","n","","bcparasite02_C11","southdelta1","49.0659931","-123.0585976"
"142","ED",4,"ED12","4_ED12",2022,"ED4_12_02","RONU","B. impatiens","B. impatiens","","impatiens_DNA_07","H7","y","y","","bcparasite02_C12","eastdelta4","49.0941941","-122.9295817"
"143","ED",2,"ED27","2_ED27",2022,"ED2_27_04","VISA","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite02_C2","eastdelta1","49.1002059","-122.9312067"
"144","NR",5,"NR03A","5_NR03A",2022,"NR5_03A_03","RASA","B. rufocinctus","B. rufocinctus","queen","","","y","n","","bcparasite02_C3","nicomekl3","49.0792536","-122.7756076"
"145","HR",1,"HR03","1_HR03",2022,"HR1_03_02","Rorippa spp.","B. flavifrons","B. flavifrons","","","","n","y","","bcparasite02_C4","harvieroad3","49.1515935","-122.7194854"
"146","NR",7,"NR29","7_NR29",2022,"NR7_29_01","VICR","B. impatiens","B. impatiens","","impatiens_DNA_07","F7","y","y","","bcparasite02_C5","nicomekl4","49.0749252","-122.7620714"
"147","W",8,"W10","8_W10",2022,"W8_10_01","RUAR","B. mixtus","B. mixtus","","mixtus_DNA_02","G9","n","y","","bcparasite02_C6","westham3","49.0877613","-123.1628726"
"148","PM",6,"PM70","6_PM70",2022,"PM6_70_01","SYAL","B. mixtus","B. mixtus","ID not certain","mixtus_DNA_07","A7","y","n","","bcparasite02_C7","pittmeadows4","49.2451356","-122.638063"
"149","W",9,"W11","9_W11",2022,"W9_11_05","RUAR","B. impatiens","B. impatiens","","impatiens_DNA_07","G7","y","y","","bcparasite02_C8","westham3","49.085613","-123.1649155"
"150","W",6,"W18","6_W18",2022,"W6_18_05","VEVI","B. mixtus","B. mixtus","","mixtus_DNA_08","A2","y","y","","bcparasite02_C9","westham4","49.0821167","-123.1545951"
"151","NR",7,"NR25","7_NR25",2022,"NR7_25_06","TAVU","B. impatiens","B. impatiens","","impatiens_DNA_07","E8","n","y","","bcparasite02_D1","nicomekl3","49.0746575","-122.7756397"
"152","SD",9,"SD40","9_SD40",2022,"SD9_40_03","CIAR","B. mixtus","B. mixtus","","mixtus_DNA_05","F2","y","n","","bcparasite02_D10","southdelta2","49.0664297","-123.0753682"
"153","PM",3,"PM54","3_PM54",2022,"PM3_54_05","VACO","B. mixtus","B. mixtus","","mixtus_DNA_08","G10","y","y","","bcparasite02_D11","pittmeadows3","49.2435675","-122.654634"
"154","HR",9,"HR23","9_HR23",2022,"HR9_23_03","ECPU","B. impatiens","B. impatiens","","impatiens_DNA_07","H8","y","n","","bcparasite02_D12","harvieroad4","49.1518644","-122.70223"
"155","SD",4,"SD25","4_SD25",2022,"SD4_25_02","SAOF","B. mixtus","B. mixtus","","mixtus_DNA_07","F4","y","n","","bcparasite02_D2","southdelta4","49.058024","-123.0639996"
"156","W",10,"W16","10_W16",2022,"W10_16_01","TRRE","B. impatiens","B. impatiens","","impatiens_DNA_09","F5","y","n","","bcparasite02_D3","westham4","49.080608","-123.1570558"
"157","PM",4,"PM40","4_PM40",2022,"PM4_40_04","HYRA","B. rufocinctus","B. rufocinctus","","","","n","y","","bcparasite02_D4","pittmeadows2","49.2568274","-122.6668088"
"158","SD",7,"SD37","7_SD37",2022,"SD7_37_01","VICR","B. impatiens","B. impatiens","","impatiens_DNA_07","F8","y","n","","bcparasite02_D5","southdelta4","49.0602593","-123.058988"
"159","W",9,"W23A","9_W23A",2022,"W9_23A_02","LYSA","B. mixtus","B. mixtus","","mixtus_DNA_04","F10","n","y","","bcparasite02_D6","westham1","49.0903348","-123.1392907"
"160","W",10,"W10","10_W10",2022,"W10_10_02","RULA","B. mixtus","B. mixtus","","mixtus_DNA_06","H3","y","n","","bcparasite02_D7","westham3","49.0877613","-123.1628726"
"161","NR",9,"NR20","9_NR20",2022,"NR9_20_03","TAVU","B. impatiens","B. impatiens","","impatiens_DNA_07","G8","y","n","","bcparasite02_D8","nicomekl2","49.0864015","-122.779016"
"162","ED",7,"ED06","7_ED06",2022,"ED7_06_02","SIOR","B. mixtus","B. mixtus","","mixtus_DNA_05","A6","y","n","","bcparasite02_D9","eastdelta3","49.0937503","-122.9571174"
"163","ED",8,"ED06","8_ED06",2022,"ED8_06_02","CHAN","B. mixtus","B. mixtus","","mixtus_DNA_05","B6","n","y","","bcparasite02_E1","eastdelta3","49.0937503","-122.9571174"
